drug	drug_name	indication	indication_name
DB11560	lesinurad	C0018099	gout
DB11581	venetoclax	C0023434	chronic lymphocytic leukemia (CLL)
DB11582	thiocolchicoside	C0026838	Muscle Spasticity
DB11591	bilastine	C0042109	urticaria
DB11591	bilastine	C2607914	Allergic Rhinitis (Disorder)
DB11591	bilastine	C0009763	conjunctivitis
DB11595	Atezolizumab	C0007138	Carcinoma, Transitional Cell
DB11131	capsicum oleoresin	C0003864	Arthritis
DB09301	CHONDROITIN SODIUM	C0029408	osteoarthritis
DB09131	cupric chloride	C0268070	Hypocupremia
DB09067	corticorelin ovine triflutate	C0010481	Cushing's syndrome
DB09067	corticorelin ovine triflutate	C0405580	Adrenal Cortical Hypofunction
DB06695		C0004238	atrial fibrillation (AF)
DB06695		C0038454	stroke
DB06695		C1861172	Venous Thromboembolism
DB06695		C0040053	thrombosis
DB00729		C0017152	gastritis
DB00729		C0030920	Peptic Ulcer
DB00729		C0004096	asthma
DB13954	estradiol cypionate	C0020619	hypogonadism
DB00823	ethynodiol-diacetate	C0014175	endometriosis
DB00823	ethynodiol-diacetate	C0020619	hypogonadism
DB05260		C0020437	hypercalcemia
DB05260		C0024305	non-Hodgkin lymphoma (NHL)
DB00071	insulin, neutral	C0011849	diabetes mellitus
DB00688	mycophenolate-mofetil	C0033860	psoriasis
DB00984	Nandrolone phenpropionate	C0272375	Antithrombin Iii Deficiency
DB00984	Nandrolone phenpropionate	C0678222	Breast Carcinoma
DB00984	Nandrolone phenpropionate	C0878787	Growth Failure
DB00984	Nandrolone phenpropionate	C0002893	Refractory Anemias
DB00114	Pyridoxal Phosphate	C0162429	Malnutrition
DB14006	choline salicylate	C0003873	rheumatoid arthritis
DB14006	choline salicylate	C0029408	osteoarthritis
DB13943	testosterone cypionate	C0271623	Hypogonadotropic Hypogonadism
DB13943	testosterone cypionate	C0342384	Idiopathic Hypogonadotropic Hypogonadism
DB13943	testosterone cypionate	C0029191	Orchitis
DB13943	testosterone cypionate	C0948896	Primary Hypogonadism
DB13943	testosterone cypionate	C0151721	Testicular Hypogonadism
DB09270	coenzyme Q10	C0018802	congestive heart failure
DB09270	coenzyme Q10	C0020179	Huntington's disease
DB09270	coenzyme Q10	C0020473	hyperlipidemia
DB00032	Follicle Stimulating Hormone	C0021359	infertility
DB01839	propylene glycol	C0022638	Ketosis
DB09241	Methylene Blue	C0023869	Lithiasis
DB09241	Methylene Blue	C0025637	methemoglobinemia
DB00054	Abciximab	C0002965	Angina, Unstable
DB00054	Abciximab	C0040053	thrombosis
DB01418	acenocoumarol	C0040038	Thromboembolism
DB01418	acenocoumarol	C0040053	thrombosis
DB01418	acenocoumarol	C0149871	deep vein thrombosis (DVT)
DB00414	acetohexamide	C0011860	Diabetes Mellitus, Non-Insulin-Dependent
DB00414	acetohexamide	C0020456	hyperglycemia
DB00414	acetohexamide	C0011849	diabetes mellitus
DB00511		C0018802	congestive heart failure
DB00511		C0003811	Cardiac Arrhythmia
DB00173	Adenine	C0162429	Malnutrition
DB00546	Adinazolam	C0038220	status epilepticus
DB01426	ajmaline	C0003811	Cardiac Arrhythmia
DB01426	ajmaline	C0043202	Wolff-Parkinson-White Syndrome (WPW)
DB00523	Alitretinoin	C0276535	Aids With Kaposi'S Sarcoma
DB00523	Alitretinoin	C0036220	Kaposi sarcoma
DB00523	Alitretinoin	C0023487	acute promyelocytic leukemia (APL)
DB00523	Alitretinoin	C0022593	keratosis
DB00523	Alitretinoin	C0011603	dermatitis
DB01431	allylestrenol	C0022876	Premature Obstetric Labor
DB01431	allylestrenol	C0000786	Spontaneous Abortion
DB00866	alprenolol	C0003811	Cardiac Arrhythmia
DB00866	alprenolol	C0002962	angina pectoris
DB01616	alverine	C0006142	Malignant Neoplasm Of Breast
DB01616	alverine	C0013390	Dysmenorrhea
DB01616	alverine	C0022104	irritable bowel syndrome
DB01143	amifostine	C0278996	Cancer Of Head And Neck
DB01143	amifostine	C1140680	Malignant Neoplasm Of Ovary
DB00276	amsacrine	C0023467	Leukemia, Myelocytic, Acute
DB01125	anisindione	C0004238	atrial fibrillation (AF)
DB01125	anisindione	C0027051	Myocardial Infarction
DB01125	anisindione	C0040053	thrombosis
DB01125	anisindione	C0149871	deep vein thrombosis (DVT)
DB00029	Anistreplase	C0027051	Myocardial Infarction
DB00029	Anistreplase	C0034065	pulmonary embolism (PE)
DB00029	Anistreplase	C0040053	thrombosis
DB11157		C0033860	psoriasis
DB01102	Arbutamine	C1956346	coronary artery disease (CAD)
DB06697		C0036323	schistosomiasis
DB09059	atosiban	C0022876	Premature Obstetric Labor
DB09059	atosiban	C0038454	stroke
DB09059	atosiban	C0002962	angina pectoris
DB09059	atosiban	C0027051	Myocardial Infarction
DB09059	atosiban	C0020473	hyperlipidemia
DB00572	atropine	C0003811	Cardiac Arrhythmia
DB00572	atropine	C0004096	asthma
DB00572	atropine	C0428977	bradycardia
DB00572	atropine	C0018790	cardiac arrest
DB00572	atropine	C0037188	Sinoatrial Block
DB00572	atropine	C0038358	Gastric Ulcer
DB00572	atropine	C0042164	Uveitis
DB00572	atropine	C0026961	Mydriasis
DB00572	atropine	C0002418	amblyopia
DB09121	aurothioglucose	C0003872	psoriatic arthritis
DB09121	aurothioglucose	C0030807	Pemphigus
DB09121	aurothioglucose	C0003873	rheumatoid arthritis
DB00928	azacitidine	C3463824	Myelodysplastic Syndrome
DB00928	azacitidine	C0023480	chronic myelomonocytic leukemia (CMMoL)
DB00928	azacitidine	C0002894	Refractory Anaemia With Excess Blasts
DB00928	azacitidine	C0002893	Refractory Anemias
DB00928	azacitidine	C0002871	anemia
DB01408	bambuterol	C0004096	asthma
DB01408	bambuterol	C0022876	Premature Obstetric Labor
DB01408	bambuterol	C0034067	Pulmonary Emphysema
DB12023	benralizumab	C0004096	asthma
DB12783	benserazide	C0030567	Parkinson's Disease
DB12783	benserazide	C0013384	Dyskinetic Syndrome
DB00562	benzthiazide	C0013604	edema
DB00562	benzthiazide	C0018802	congestive heart failure
DB00562	benzthiazide	C0027726	nephrotic syndrome
DB04115		C0042345	varicose veins
DB04115		C0014356	Enterocolitis
DB12364	betrixaban	C0040053	thrombosis
DB12364	betrixaban	C0149871	deep vein thrombosis (DVT)
DB01295	bevantolol	C0003811	Cardiac Arrhythmia
DB01295	bevantolol	C0002962	angina pectoris
DB00006	bivalirudin	C0002965	Angina, Unstable
DB00006	bivalirudin	C0040053	thrombosis
DB00006	bivalirudin	C0002962	angina pectoris
DB08807	bopindolol	C0004238	atrial fibrillation (AF)
DB08807	bopindolol	C0013604	edema
DB08807	bopindolol	C0042514	ventricular tachycardia (VT)
DB08807	bopindolol	C1956346	coronary artery disease (CAD)
DB05541	brivaracetam	C0014544	epilepsy
DB05541	brivaracetam	C0270736	Essential Tremor
DB05541	brivaracetam	C0036572	seizures
DB01558	Bromazepam	C0236663	Alcohol Withdrawal Syndrome
DB06719	Buserelin	C0021359	infertility
DB06719	Buserelin	C0021361	Female Infertility
DB00821	carprofen	C0029408	osteoarthritis
DB00439		C0020473	hyperlipidemia
DB00439		C0020443	hypercholesterolemia
DB00439		C0020476	Hyperlipoproteinemias
DB01034		C0020473	hyperlipidemia
DB00185	cevimeline	C1527336	sjogren's syndrome
DB08800	chloropyramine	C0004096	asthma
DB08800	chloropyramine	C2607914	Allergic Rhinitis (Disorder)
DB08800	chloropyramine	C0013604	edema
DB08800	chloropyramine	C0009763	conjunctivitis
DB01012	cinacalcet	C0020437	hypercalcemia
DB01012	cinacalcet	C0020503	Hyperparathyroidism, Secondary
DB01012	cinacalcet	C0687150	Parathyroid Gland Adenocarcinoma
DB01012	cinacalcet	C0020502	hyperparathyroidism
DB01012	cinacalcet	C1561643	chronic kidney disease (CKD)
DB00587		C0003811	Cardiac Arrhythmia
DB00587		C0004096	asthma
DB08810	Cinitapride	C0017168	gastroesophageal reflux disease (GERD)
DB09064	ciprofibrate	C0020473	hyperlipidemia
DB09064	ciprofibrate	C0020476	Hyperlipoproteinemias
DB09064	ciprofibrate	C0020443	hypercholesterolemia
DB01407	clenbuterol	C0004096	asthma
DB01284	Cosyntropin	C0405580	Adrenal Cortical Hypofunction
DB00148		C0162429	Malnutrition
DB04838	cyclandelate	C0003850	arteriosclerosis
DB04838	cyclandelate	C0034734	Raynaud's disease
DB00606	cyclothiazide	C0013604	edema
DB00606	cyclothiazide	C0018802	congestive heart failure
DB00606	cyclothiazide	C0027726	nephrotic syndrome
DB04840	debrisoquin	C0020544	Renal Hypertension
DB06699	degarelix	C0376358	Malignant Neoplasm Of Prostate
DB01708	Dehydroepiandrosterone	C0242350	erectile dysfunction
DB01708	Dehydroepiandrosterone	C0024141	Lupus Erythematosus, Systemic
DB01708	Dehydroepiandrosterone	C0149745	Oral Ulcer
DB01708	Dehydroepiandrosterone	C0029453	Osteopenia
DB01708	Dehydroepiandrosterone	C0029456	osteoporosis
DB01708	Dehydroepiandrosterone	C0001623	Adrenal Gland Hypofunction
DB01089	deserpidine	C0013384	Dyskinetic Syndrome
DB01078	deslanoside	C0003811	Cardiac Arrhythmia
DB01078	deslanoside	C0018802	congestive heart failure
DB01078	deslanoside	C0018801	Heart Failure
DB01078	deslanoside	C0004238	atrial fibrillation (AF)
DB01078	deslanoside	C0004239	Atrial Flutter
DB01078	deslanoside	C0039240	Supraventricular Tachycardia
DB00304	desogestrel	C0014175	endometriosis
DB00380	dexrazoxane	C0878544	cardiomyopathy
DB00380	dexrazoxane	C1458155	Mammary Neoplasms
DB00255	Diethylstilbestrol	C0376358	Malignant Neoplasm Of Prostate
DB00255	Diethylstilbestrol	C0151526	Premature Birth
DB00255	Diethylstilbestrol	C0000786	Spontaneous Abortion
DB00255	Diethylstilbestrol	C1458155	Mammary Neoplasms
DB00255	Diethylstilbestrol	C0033578	Prostatic Neoplasms
DB01396	Digitoxin	C0003811	Cardiac Arrhythmia
DB01396	Digitoxin	C0018802	congestive heart failure
DB01396	Digitoxin	C0018801	Heart Failure
DB01396	Digitoxin	C0004238	atrial fibrillation (AF)
DB01396	Digitoxin	C0004239	Atrial Flutter
DB01396	Digitoxin	C0036980	Shock, Cardiogenic
DB01396	Digitoxin	C0039240	Supraventricular Tachycardia
DB08801	dimetindene	C0020517	Hypersensitivity
DB08801	dimetindene	C1527304	Allergic Reaction
DB08801	dimetindene	C0013182	Drug Allergy
DB08801	dimetindene	C0015230	Exanthema
DB08801	dimetindene	C0016470	Food Allergy
DB08801	dimetindene	C0018621	Hay Fever
DB08801	dimetindene	C0042109	urticaria
DB00204		C0003811	Cardiac Arrhythmia
DB00204		C0004238	atrial fibrillation (AF)
DB00204		C0004239	Atrial Flutter
DB06410	doxercalciferol	C0020503	Hyperparathyroidism, Secondary
DB06410	doxercalciferol	C0020502	hyperparathyroidism
DB06410	doxercalciferol	C1561643	chronic kidney disease (CKD)
DB09273	doxofylline	C0004096	asthma
DB00378	dydrogesterone	C0000809	Abortion, Habitual
DB00378	dydrogesterone	C0156404	Irregular Periods
DB00378	dydrogesterone	C0021359	infertility
DB00228	Enflurane	C0151636	Premature Ventricular Contractions
DB04880	enoximone	C0018802	congestive heart failure
DB00824		C0003811	Cardiac Arrhythmia
DB00824		C0004096	asthma
DB00824		C0011882	Diabetic Neuropathies
DB00824		C0002895	Anemia, Sickle Cell
DB01215	Estazolam	C0021603	Sleep Initiation And Maintenance Disorders
DB00898	Ethanol	C0150055	chronic pain
DB00898	Ethanol	C0040997	Trigeminal Neuralgia
DB08983	etofibrate	C0020443	hypercholesterolemia
DB08983	etofibrate	C0020473	hyperlipidemia
DB08983	etofibrate	C0020557	hypertriglyceridemia
DB00292	etomidate	C0007786	Brain Ischemia
DB00292	etomidate	C0038220	status epilepticus
DB01628	etoricoxib	C0038013	ankylosing spondylitis
DB01628	etoricoxib	C0029408	osteoarthritis
DB01628	etoricoxib	C0018099	gout
DB01628	etoricoxib	C0003873	rheumatoid arthritis
DB01628	etoricoxib	C0003864	Arthritis
DB01628	etoricoxib	C0003872	psoriatic arthritis
DB00990	exemestane	C1458155	Mammary Neoplasms
DB01276	exenatide	C0020456	hyperglycemia
DB01276	exenatide	C0011849	diabetes mellitus
DB04953	retigabine	C0014544	epilepsy
DB00093	Felypressin	C0022116	Ischemia
DB00574	Fenfluramine	C0028754	obesity
DB01288		C0022876	Premature Obstetric Labor
DB01288		C0004096	asthma
DB01099	flucytosine	C0025289	meningitis
DB01073	fludarabine	C0023434	chronic lymphocytic leukemia (CLL)
DB01073	fludarabine	C0024305	non-Hodgkin lymphoma (NHL)
DB06716	Fospropofol	C0038220	status epilepticus
DB12010	fostamatinib	C0079731	B-Cell Lymphomas
DB12010	fostamatinib	C0398650	Immune Thrombocytopenic Purpura
DB12010	fostamatinib	C0003873	rheumatoid arthritis
DB00452	Framycetin	C0005741	blepharitis
DB00452	Framycetin	C0019151	hepatic encephalopathy (HE)
DB00947	fulvestrant	C1458155	Mammary Neoplasms
DB00947	fulvestrant	C0006142	Malignant Neoplasm Of Breast
DB06785	ganirelix	C0085083	Ovarian Hyperstimulation Syndrome
DB01296	glucosamine	C0029408	osteoarthritis
DB01296	glucosamine	C0231528	muscle pain
DB01296	glucosamine	C0003873	rheumatoid arthritis
DB01296	glucosamine	C0003862	joint pain
DB00143	Glutathione	C0162429	Malnutrition
DB01094	Hesperetin	C0020473	hyperlipidemia
DB08957	hexoprenaline	C0004096	asthma
DB08957	hexoprenaline	C0022876	Premature Obstetric Labor
DB08818		C0003864	Arthritis
DB08818		C0029408	osteoarthritis
DB08818		C0017601	glaucoma
DB08818		C0282488	interstitial cystitis (IC)
DB08818		C0037299	skin ulcer
DB14061	hycanthone	C0036323	schistosomiasis
DB00308	ibutilide	C0004238	atrial fibrillation (AF)
DB00308	ibutilide	C0004239	Atrial Flutter
DB00308	ibutilide	C0003811	Cardiac Arrhythmia
DB05039	indacaterol	C0001883	Airway Obstruction
DB05039	indacaterol	C0008677	Bronchitis, Chronic
DB05039	indacaterol	C0024117	Chronic Obstructive Airway Disease
DB05039	indacaterol	C0034067	Pulmonary Emphysema
DB00192		C0003811	Cardiac Arrhythmia
DB00677	isoflurophate	C0017601	glaucoma
DB00677	isoflurophate	C0038379	Strabismus
DB06706	isometheptene-mucate	C0149931	Migraine Disorders
DB06706	isometheptene-mucate	C0018681	headache
DB09401	isosorbide	C0017168	gastroesophageal reflux disease (GERD)
DB09401	isosorbide	C0018802	congestive heart failure
DB09401	isosorbide	C0017601	glaucoma
DB09401	isosorbide	C0002962	angina pectoris
DB09401	isosorbide	C1956346	coronary artery disease (CAD)
DB08802	Isothipendyl	C1527304	Allergic Reaction
DB06218	lacosamide	C0014544	epilepsy
DB06218	lacosamide	C0036572	seizures
DB11629	laropiprant	C0242339	dyslipidemia
DB11629	laropiprant	C0020443	hypercholesterolemia
DB11629	laropiprant	C0020473	hyperlipidemia
DB01006	letrozole	C0006142	Malignant Neoplasm Of Breast
DB01006	letrozole	C1458155	Mammary Neoplasms
DB00504	levallorphan	C0235063	respiratory depression
DB00848	Levamisole	C0278996	Cancer Of Head And Neck
DB00848	Levamisole	C0025202	melanoma
DB00848	Levamisole	C0009375	Colonic Neoplasms
DB06707	levonordefrin	C0149745	Oral Ulcer
DB06707	levonordefrin	C0019080	hemorrhage
DB04967		C0036323	schistosomiasis
DB06272	maxacalcitol	C0596263	Carcinogenesis
DB06272	maxacalcitol	C0033860	psoriasis
DB06272	maxacalcitol	C0042870	vitamin D deficiency
DB06272	maxacalcitol	C0042842	Vitamin A Deficiency
DB06272	maxacalcitol	C0020502	hyperparathyroidism
DB01043	memantine	C0030567	Parkinson's Disease
DB01043	memantine	C0002395	Alzheimer's disease
DB01043	memantine	C0013384	Dyskinetic Syndrome
DB09516	mequinol	C0162834	Hyperpigmentation
DB01071	Mequitazine	C2607914	Allergic Rhinitis (Disorder)
DB01071	Mequitazine	C0018621	Hay Fever
DB01071	Mequitazine	C0042109	urticaria
DB00610	metaraminol	C0019080	hemorrhage
DB00610	metaraminol	C0020649	hypotension
DB06709	methacholine	C0085129	Bronchial Hyperreactivity
DB06709	methacholine	C0017601	glaucoma
DB00247	methysergide	C0149931	Migraine Disorders
DB00247	methysergide	C0018681	headache
DB01011	metyrapone	C0010481	Cushing's syndrome
DB00805	minaprine	C0030567	Parkinson's Disease
DB00600	monobenzone	C0042900	vitiligo
DB00157	NADH	C0002395	Alzheimer's disease
DB00157	NADH	C0030567	Parkinson's Disease
DB00699	nicergoline	C0024437	macular degeneration
DB00699	nicergoline	C0149931	Migraine Disorders
DB00699	nicergoline	C0034734	Raynaud's disease
DB00699	nicergoline	C0004153	atherosclerosis
DB00699	nicergoline	C0040053	thrombosis
DB09220	nicorandil	C0003811	Cardiac Arrhythmia
DB09220	nicorandil	C0002962	angina pectoris
DB04743	nimesulide	C0029408	osteoarthritis
DB06713	norelgestromin	C0006142	Malignant Neoplasm Of Breast
DB06713	norelgestromin	C0002453	amenorrhea
DB09371	noretynodrel	C0002453	amenorrhea
DB09371	noretynodrel	C0014173	Endometrial Hyperplasia
DB09371	noretynodrel	C0021361	Female Infertility
DB06152	buphenine	C0022876	Premature Obstetric Labor
DB06152	buphenine	C0034734	Raynaud's disease
DB11988	ocrelizumab	C0003873	rheumatoid arthritis
DB00083		C0038379	Strabismus
DB00083		C2930898	Benign Essential Blepharospasm
DB11130	Opium	C0010346	Crohn's disease
DB11130	Opium	C0014356	Enterocolitis
DB01092	ouabain	C0003811	Cardiac Arrhythmia
DB01092	ouabain	C0004238	atrial fibrillation (AF)
DB01092	ouabain	C0004239	Atrial Flutter
DB01092	ouabain	C0018801	Heart Failure
DB00621	oxandrolone	C0029456	osteoporosis
DB00621	oxandrolone	C0018273	Growth Disorders
DB01303		C0004096	asthma
DB01303		C0034067	Pulmonary Emphysema
DB01303		C0003578	Apnea
DB01303		C0428977	bradycardia
DB09140	Oxygen	C0017086	Gangrene
DB09140	Oxygen	C0032285	pneumonia
DB09140	Oxygen	C0034069	Pulmonary Fibrosis
DB09140	Oxygen	C0035229	Respiratory Insufficiency
DB00910	paricalcitol	C2316810	Chronic Kidney Disease Stage 5
DB00910	paricalcitol	C0020503	Hyperparathyroidism, Secondary
DB00910	paricalcitol	C0020502	hyperparathyroidism
DB00910	paricalcitol	C1561643	chronic kidney disease (CKD)
DB00910	paricalcitol	C0020550	hyperthyroidism
DB01090	pentolinium	C0020546	Hypertensive Crisis
DB00914	Phenformin	C0011860	Diabetes Mellitus, Non-Insulin-Dependent
DB00914	Phenformin	C0020456	hyperglycemia
DB00498	phenindione	C0004238	atrial fibrillation (AF)
DB00498	phenindione	C0004239	Atrial Flutter
DB00498	phenindione	C0878544	cardiomyopathy
DB00498	phenindione	C0034065	pulmonary embolism (PE)
DB00498	phenindione	C0398623	Thrombophilia
DB00498	phenindione	C0040053	thrombosis
DB00498	phenindione	C0149871	deep vein thrombosis (DVT)
DB00812	Phenylbutazone	C0038013	ankylosing spondylitis
DB00337	pimecrolimus	C0011615	Dermatitis, Atopic
DB00337	pimecrolimus	C0011603	dermatitis
DB00337	pimecrolimus	C0013595	eczema
DB01297		C0003811	Cardiac Arrhythmia
DB01278	Pramlintide	C0020456	hyperglycemia
DB01278	Pramlintide	C0011849	diabetes mellitus
DB01035	procainamide	C0003811	Cardiac Arrhythmia
DB01035	procainamide	C0085612	ventricular arrhythmias
DB01035	procainamide	C0004238	atrial fibrillation (AF)
DB01035	procainamide	C0004239	Atrial Flutter
DB01035	procainamide	C0039240	Supraventricular Tachycardia
DB01035	procainamide	C0042514	ventricular tachycardia (VT)
DB01035	procainamide	C0151636	Premature Ventricular Contractions
DB01366	procaterol	C0004096	asthma
DB01366	procaterol	C0024117	Chronic Obstructive Airway Disease
DB00392	profenamine	C0013384	Dyskinetic Syndrome
DB00392	profenamine	C0030567	Parkinson's Disease
DB00837		C0014544	epilepsy
DB00837		C0013384	Dyskinetic Syndrome
DB00837		C0030567	Parkinson's Disease
DB00777	propiomazine	C0021603	Sleep Initiation And Maintenance Disorders
DB00818	propofol	C0038220	status epilepticus
DB06714	propylhexedrine	C2607914	Allergic Rhinitis (Disorder)
DB06714	propylhexedrine	C0020517	Hypersensitivity
DB06714	propylhexedrine	C0028754	obesity
DB06714	propylhexedrine	C0015967	fever
DB00147	pyridoxal	C0162429	Malnutrition
DB00147	pyridoxal	C0936215	vitamin B6 deficiency
DB00147	pyridoxal	C0014544	epilepsy
DB01325	quinethazone	C0013604	edema
DB01325	quinethazone	C0018802	congestive heart failure
DB01325	quinethazone	C0027726	nephrotic syndrome
DB00293	raltitrexed	C1527249	colorectal cancer
DB00293	raltitrexed	C0025500	mesothelioma
DB06213	regadenoson	C0878544	cardiomyopathy
DB00212	Remikiren	C0018801	Heart Failure
DB11085	resorcinol	C0035854	rosacea
DB11085	resorcinol	C0022593	keratosis
DB11085	resorcinol	C0702166	Acne
DB11085	resorcinol	C0013595	eczema
DB11085	resorcinol	C0033860	psoriasis
DB11085	resorcinol	C0036508	seborrheic dermatitis
DB02709	resveratrol	C0596263	Carcinogenesis
DB06228	rivaroxaban	C0038454	stroke
DB06228	rivaroxaban	C0040053	thrombosis
DB06228	rivaroxaban	C1861172	Venous Thromboembolism
DB06228	rivaroxaban	C0004238	atrial fibrillation (AF)
DB06228	rivaroxaban	C0149871	deep vein thrombosis (DVT)
DB06228	rivaroxaban	C0034065	pulmonary embolism (PE)
DB00533		C0029408	osteoarthritis
DB00533		C0149931	Migraine Disorders
DB00533		C0003873	rheumatoid arthritis
DB00533		C0013390	Dysmenorrhea
DB00412	Rosiglitazone	C0011860	Diabetes Mellitus, Non-Insulin-Dependent
DB00412	Rosiglitazone	C0020456	hyperglycemia
DB06654	safinamide	C0030567	Parkinson's Disease
DB06654	safinamide	C0014544	epilepsy
DB06739	seratrodast	C0004096	asthma
DB00489	sotalol	C0003811	Cardiac Arrhythmia
DB00489	sotalol	C0085612	ventricular arrhythmias
DB00489	sotalol	C0004238	atrial fibrillation (AF)
DB00489	sotalol	C0004239	Atrial Flutter
DB00489	sotalol	C0039240	Supraventricular Tachycardia
DB00489	sotalol	C0042514	ventricular tachycardia (VT)
DB00489	sotalol	C0042510	ventricular fibrillation (VF)
DB00127	Spermine	C0162429	Malnutrition
DB00086	Streptokinase	C0151942	Arterial Thrombosis
DB00086	Streptokinase	C0149871	deep vein thrombosis (DVT)
DB00086	Streptokinase	C0034065	pulmonary embolism (PE)
DB00086	Streptokinase	C0027051	Myocardial Infarction
DB00086	Streptokinase	C0042487	Venous Thrombosis
DB00086	Streptokinase	C0040053	thrombosis
DB00428	streptozotocin	C0346647	Malignant Neoplasm Of Pancreas
DB00428	streptozotocin	C0009404	Colorectal Neoplasms
DB00428	streptozotocin	C0019829	Hodgkin's lymphoma
DB00428	streptozotocin	C0030297	Pancreatic Neoplasm
DB01079		C0022104	irritable bowel syndrome
DB00342	Terfenadine	C2607914	Allergic Rhinitis (Disorder)
DB00342	Terfenadine	C0018621	Hay Fever
DB04844	tetrabenazine	C0008489	Chorea
DB04844	tetrabenazine	C0020179	Huntington's disease
DB04844	tetrabenazine	C0026650	Movement Disorders
DB00470		C0003123	anorexia
DB00470		C0343755	Hiv Wasting Syndrome
DB01412	Theobromine	C0004096	asthma
DB11571		C0019080	hemorrhage
DB11635	tocofersolan	C0042875	vitamin E deficiency
DB08811	tofisopam	C0236663	Alcohol Withdrawal Syndrome
DB08811	tofisopam	C0003467	anxiety
DB00081	Tositumomab	C0024301	follicular lymphoma
DB08604		C0020473	hyperlipidemia
DB08604		C0702166	Acne
DB08814	triflusal	C0004238	atrial fibrillation (AF)
DB08814	triflusal	C0007785	Cerebral Infarction
DB08814	triflusal	C0027051	Myocardial Infarction
DB08814	triflusal	C0040053	thrombosis
DB08814	triflusal	C0038454	stroke
DB01157	Trimetrexate	C0007102	Malignant Tumor Of Colon
DB13179	troleandomycin	C0155862	Streptococcal Pneumonia
DB13179	troleandomycin	C0004096	asthma
DB13179	troleandomycin	C0032285	pneumonia
DB13179	troleandomycin	C0037199	sinusitis
DB03754	Tromethamine	C0001122	Acidosis
DB01199	tubocurarine	C0026896	myasthenia gravis
DB00094		C0021361	Female Infertility
DB00094		C0032460	Polycystic Ovary Syndrome
DB00094		C0021359	infertility
DB00580		C0029408	osteoarthritis
DB00580		C0003873	rheumatoid arthritis
DB00580		C0013390	Dysmenorrhea
DB04894	Vapreotide	C0023890	hepatic cirrhosis
DB04898	Ximelagatran	C0149871	deep vein thrombosis (DVT)
DB04898	Ximelagatran	C0040053	thrombosis
DB01392	yohimbine	C0242350	erectile dysfunction
DB01392	yohimbine	C0428977	bradycardia
DB01593	zinc	C0042345	varicose veins
DB00909	zonisamide	C0014544	epilepsy
DB00909	zonisamide	C0036572	seizures
DB06775	carglumic-acid	C0220994	hyperammonemia
DB06775	carglumic-acid	C0268543	Hyperammonemia, Type Iii
DB04272		C0020517	Hypersensitivity
DB04272		C0001126	Renal Tubular Acidosis
DB04272		C0042035	Urination Disorders
DB13873	fenofibric-acid	C0020443	hypercholesterolemia
DB13873	fenofibric-acid	C0020473	hyperlipidemia
DB13873	fenofibric-acid	C0242339	dyslipidemia
DB03085	glycolic acid	C0022593	keratosis
DB00132		C0020473	hyperlipidemia
DB00132		C1527336	sjogren's syndrome
DB00132		C0162429	Malnutrition
DB00132		C0020443	hypercholesterolemia
DB01024	mycophenolic-acid	C0033860	psoriasis
DB04552	niflumic-acid	C0003873	rheumatoid arthritis
DB04552	niflumic-acid	C0003862	joint pain
DB04552	niflumic-acid	C0231528	muscle pain
DB05990	obeticholic acid	C0008312	Primary Biliary Cirrhosis
DB00119	Pyruvic acid	C0162429	Malnutrition
DB11598	Antithrombin III	C0272375	Antithrombin Iii Deficiency
DB11598	Antithrombin III	C0012739	Disseminated Intravascular Coagulation
DB11598	Antithrombin III	C0019156	Hepatic Veno-Occlusive Disease
DB11598	Antithrombin III	C0040053	thrombosis
DB00042	botulinum toxin type B	C0038379	Strabismus
DB00097	Choriogonadotropin alfa	C0021361	Female Infertility
DB13152		C0008533	Hemophilia B
DB13152		C0019080	hemorrhage
DB13152		C0015530	Factor Xiii Deficiency
DB13152		C0019069	Hemophilia A
DB13152		C0015503	Factor Vii Deficiency
DB00012	Darbepoetin alfa	C0002871	anemia
DB00066		C0021361	Female Infertility
DB00066		C0021359	infertility
DB09126		C0021361	Female Infertility
DB09126		C0021359	infertility
DB00028		C0002880	Autoimmune Hemolytic Anemia
DB00028		C0011633	dermatomyositis
DB00028		C0023434	chronic lymphocytic leukemia (CLL)
DB00028		C0021051	Immunologic Deficiency Syndromes
DB00028		C0023418	Leukemia
DB00028		C0026691	Mucocutaneous Lymph Node Syndrome
DB00034	Interferon Alfa-2a	C0006118	Brain Neoplasms
DB00034	Interferon Alfa-2a	C2239176	hepatocellular carcinoma (HCC)
DB00034	Interferon Alfa-2a	C0007134	renal cell carcinoma (RCC)
DB00034	Interferon Alfa-2a	C0009404	Colorectal Neoplasms
DB00034	Interferon Alfa-2a	C0018916	Hemangioma
DB00034	Interferon Alfa-2a	C0524910	Hepatitis C, Chronic
DB00034	Interferon Alfa-2a	C1540912	hypereosinophilic syndrome (HES)
DB00034	Interferon Alfa-2a	C0023443	hairy cell leukemia
DB00034	Interferon Alfa-2a	C0024437	macular degeneration
DB00034	Interferon Alfa-2a	C0025202	melanoma
DB00034	Interferon Alfa-2a	C0026764	multiple myeloma
DB00034	Interferon Alfa-2a	C0026948	Mycosis Fungoides
DB00034	Interferon Alfa-2a	C0036220	Kaposi sarcoma
DB00034	Interferon Alfa-2a	C0036920	Sezary Syndrome
DB00034	Interferon Alfa-2a	C0037286	Skin Neoplasms
DB00034	Interferon Alfa-2a	C0037299	skin ulcer
